Text,Label
please give the synonyms and antonyms of proceeds,synAntIntent
please give the synonyms and antonyms of fathom,synAntIntent
please give the synonyms and antonyms of objective,synAntIntent
please give the synonyms and antonyms of clad,synAntIntent
please give the synonyms and antonyms of partisan,synAntIntent
please give the synonyms and antonyms of faction,synAntIntent
please give the synonyms and antonyms of contrived,synAntIntent
please give the synonyms and antonyms of venerable,synAntIntent
please give the synonyms and antonyms of restrained,synAntIntent
please give the synonyms and antonyms of besiege,synAntIntent
please give the synonyms and antonyms of manifestation,synAntIntent
please give the synonyms and antonyms of rebuke,synAntIntent
synonym of insurgent,synAntIntent
synonym of rhetoric,synAntIntent
synonym of scrupulous,synAntIntent
synonym of ratify,synAntIntent
synonym of stump,synAntIntent
synonym of discreet,synAntIntent
synonym of imposing,synAntIntent
synonym of wistful,synAntIntent
give the antonym of mortify,synAntIntent
give the antonym of ripple,synAntIntent
give the antonym of premise,synAntIntent
give the antonym of subside,synAntIntent
give the antonym of adverse,synAntIntent
give the antonym of caprice,synAntIntent
give the opposite of Presumptious,synAntIntent
tell the pronociation of Titillating,pronunciationIntent
tell me the pronunciation of Pleasurable,pronunciationIntent
give the pronunciation of Paramount,pronunciationIntent
give me the pronunciation of Amiable,pronunciationIntent
provide the pronunciation of Gleaming,pronunciationIntent
provide me the pronunciation of Comforting,pronunciationIntent
can you pronounce the word Memorable,pronunciationIntent
can you say the word Beautiful,pronunciationIntent
can you speak the word Indisputable,pronunciationIntent
could you pronounce the word Stupendous,pronunciationIntent
could you say the word Leading,pronunciationIntent
could you speak the word Magical,pronunciationIntent
please pronounce the word Luscious,pronunciationIntent
please say the word Prestigious,pronunciationIntent
please speak the word 'Powerful',pronunciationIntent
will you pronounce the word 'Jovial',pronunciationIntent
will you say the word 'Spiffy',pronunciationIntent
will you speak the word 'Godly',pronunciationIntent
can you pronounce the sentence 'Adaptable',pronunciationIntent
can you say the sentence 'i couldn't fathom the gravity of the situation.',pronunciationIntent
can you speak the sentence 'she eloped across the field with poise',pronunciationIntent
could you pronounce the sentence 'he crowned himself the heir to the throne',pronunciationIntent
could you say the sentence 'she did a commendable job',pronunciationIntent
could you speak the sentence 'she is an heiress to the empire',pronunciationIntent
please pronounce the sentence 'your role is very crucial',pronunciationIntent
please say the sentence 'she was petrified after the news.',pronunciationIntent
please speak the sentence 'thou shalt always speak the truth',pronunciationIntent
will you pronounce the sentence 'she threw away her luscious hair',pronunciationIntent
will you say the sentence 'he was exonerated',pronunciationIntent
will you speak the sentence 'they had been persecuted',pronunciationIntent
how to pronounce Heavenly,pronunciationIntent
how to say Pleasing?,pronunciationIntent
how to speak Unbelievable?,pronunciationIntent
how do we pronounce Legendary?,pronunciationIntent
how do we say Gifted?,pronunciationIntent
how do we speak Saintly?,pronunciationIntent
what's the pronunciation  of Scrumptious,pronunciationIntent
what is the pronunciation  of Stunning,pronunciationIntent
what's the way of pronounceing Sensational,pronunciationIntent
what's the way of saying Seamlessly,pronunciationIntent
what's the way of speaking Obliging,pronunciationIntent
what's correct way of pronounceing Promising,pronunciationIntent
what's correct way of saying Liberating,pronunciationIntent
what's correct way of speaking world,pronunciationIntent
Indispensable's pronunciation,pronunciationIntent
pronounce Adventurous for me,pronunciationIntent
do you know the pronociation of Nifty,pronunciationIntent
do you know the manner of speaking of Blessed,pronunciationIntent
do you know the way of pronouncing of Glowing,pronunciationIntent
do you know the method of saying of Interesting,pronunciationIntent
can you tell the pronociation of of,pronunciationIntent
can you tell the manner of speaking of Picturesque,pronunciationIntent
can you tell the way of pronouncing of Formidable,pronunciationIntent
can you tell the method of saying of Palatable,pronunciationIntent
could you tell the pronociation of Majestic,pronunciationIntent
could you tell the manner of speaking of Joyful,pronunciationIntent
could you tell the way of pronouncing of Salubrious,pronunciationIntent
could you tell the method of saying of Mesmerizing,pronunciationIntent
please tell the pronociation of Thrilling,pronunciationIntent
please tell the manner of speaking of Respectable,pronunciationIntent
please tell the way of pronouncing of Harmonious,pronunciationIntent
please tell the method of saying of Blissful,pronunciationIntent
will you tell the pronociation of Dreamy,pronunciationIntent
will you tell the manner of speaking of Swanky,pronunciationIntent
will you tell the way of pronouncing of Miraculous,pronunciationIntent
will you tell the method of saying of Irresistible,pronunciationIntent
are you able to pronounce Important,pronunciationIntent
are you able to say Rousing,pronunciationIntent
are you able to speak Trusty,pronunciationIntent
what's the manner of  pronounceing Fashionable,pronunciationIntent
what's the manner of  saying Glamorous,pronunciationIntent
what's the manner of  speaking Rewarding,pronunciationIntent
what is the correct manner of pronounceing Tremendous,pronunciationIntent
what is the correct manner of saying Compelling,pronunciationIntent
what is the correct manner of speaking Outgoing,pronunciationIntent
what's the pronunciation  of Credible,pronunciationIntent
what is the pronunciation  of Positive,pronunciationIntent
what's the way of pronounceing Generous,pronunciationIntent
what's the way of saying Elegant,pronunciationIntent
what's the way of speaking Tasteful,pronunciationIntent
what's correct way of pronounceing Useful,pronunciationIntent
what's correct way of saying Shiny,pronunciationIntent
what's correct way of speaking Dependable,pronunciationIntent
say beautiful for me,pronunciationIntent
say terrifica for me,pronunciationIntent
how do we pronounce alacrity?,pronunciationIntent
how do we pronounce cajole?,pronunciationIntent
how do we pronounce embezzle?,pronunciationIntent
how do we pronounce indolent?,pronunciationIntent
how do we pronounce circumspect?,pronunciationIntent
how do we pronounce amiable?,pronunciationIntent
how do we pronounce impertinent?,pronunciationIntent
how do we pronounce fabricate?,pronunciationIntent
how do we pronounce flabbergasted?,pronunciationIntent
how do we pronounce aberration?,pronunciationIntent
how do we pronounce candor?,pronunciationIntent
how do we pronounce decry?,pronunciationIntent
how do we pronounce complacency?,pronunciationIntent
how do we pronounce brazen?,pronunciationIntent
how do we pronounce hypocrisy?,pronunciationIntent
how do we pronounce cumulative?,pronunciationIntent
how do we pronounce demure?,pronunciationIntent
how do we pronounce impudent?,pronunciationIntent
how do we pronounce deferential?,pronunciationIntent
how do we pronounce inept?,pronunciationIntent
how do we pronounce infamy?,pronunciationIntent
how do we pronounce insatiable?,pronunciationIntent
how do we pronounce the word diligent?,pronunciationIntent
how do we pronounce the word arcane?,pronunciationIntent
how do we pronounce the word erudite?,pronunciationIntent
how do we pronounce the word impeccable?,pronunciationIntent
how do we pronounce the word assent?,pronunciationIntent
how do we pronounce the word purse?,pronunciationIntent
how do we pronounce the word plus?,pronunciationIntent
how do we pronounce the word sanction?,pronunciationIntent
how do we pronounce the word proceeding?,pronunciationIntent
how do we pronounce the word exalt?,pronunciationIntent
how do we pronounce the word siege?,pronunciationIntent
how do we pronounce the word malice?,pronunciationIntent
how do we pronounce the word extravagant?,pronunciationIntent
how do we pronounce the word wax?,pronunciationIntent
how do we pronounce the word throng?,pronunciationIntent
how do we pronounce the word venerate?,pronunciationIntent
how do we pronounce the word assail?,pronunciationIntent
how do we pronounce the word sublime?,pronunciationIntent
how do we pronounce the word exploit?,pronunciationIntent
how do we pronounce the word exertion?,pronunciationIntent
how do we pronounce the word kindle?,pronunciationIntent
how do we pronounce the word endow?,pronunciationIntent
how do we pronounce the word imposed?,pronunciationIntent
speak out the word humiliate,pronunciationIntent
speak out the word suffrage,pronunciationIntent
speak out the word ensue,pronunciationIntent
speak out the word brook,pronunciationIntent
speak out the word gale,pronunciationIntent
speak out the word muse,pronunciationIntent
speak out the word satire,pronunciationIntent
speak out the word intrigue,pronunciationIntent
speak out the word indication,pronunciationIntent
speak out the word dispatch,pronunciationIntent
speak out the word cower,pronunciationIntent
speak out the word wont,pronunciationIntent
speak out the word tract,pronunciationIntent
speak out the word canon,pronunciationIntent
speak out the word impel,pronunciationIntent
speak out the word latitude,pronunciationIntent
speak out the word vacate,pronunciationIntent
speak out the word undertaking,pronunciationIntent
speak out the word slay,pronunciationIntent
speak out the word predecessor,pronunciationIntent
speak out the word delicacy,pronunciationIntent
speak out the word forsake,pronunciationIntent
speak out the word beseech,pronunciationIntent
speak out the word philosophical,pronunciationIntent
speak out the word grove,pronunciationIntent
speak out the word frustrate,pronunciationIntent
speak out the word illustrious,pronunciationIntent
speak out the word device,pronunciationIntent
please give the pronononciation of 'she couldn't believe it',pronunciationIntent
please give the pronononciation of 'he was flabbergasted',pronunciationIntent
please give the pronononciation of 'egosistic ',pronunciationIntent
please give the pronononciation of 'i dont get her rhetorics',pronunciationIntent
please give the pronononciation of 'he was persecuted for his actions',pronunciationIntent
please give the pronononciation of 'my aunt is a public prosecutor',pronunciationIntent
please give the pronononciation of 'he was guilty of his crime',pronunciationIntent
please give the pronononciation of 'his company is scaling new heights',pronunciationIntent
please give the pronononciation of 'endavour',pronunciationIntent
please give the pronononciation of 'the news follows partisanship',pronunciationIntent
please give the pronononciation of 'excruciating pain',pronunciationIntent
please give the pronononciation of 'her performanc is satisfactory',pronunciationIntent
please give the pronononciation of 'their actions are performative',pronunciationIntent
please give the pronononciation of 'i am not in the mood',pronunciationIntent
please give the pronononciation of 'she is vigilant outdoors',pronunciationIntent
please give the pronononciation of 'she is a pious old woman',pronunciationIntent
what's the prononciation of rebuke?,pronunciationIntent
what's the prononciation of insurgent?,pronunciationIntent
what's the prononciation of rhetoric?,pronunciationIntent
what's the prononciation of scrupulous?,pronunciationIntent
what's the prononciation of ratify?,pronunciationIntent
what's the prononciation of stump?,pronunciationIntent
what's the prononciation of discreet?,pronunciationIntent
what's the prononciation of imposing?,pronunciationIntent
what's the prononciation of wistful?,pronunciationIntent
what's the prononciation of mortify?,pronunciationIntent
what's the prononciation of ripple?,pronunciationIntent
what's the prononciation of premise?,pronunciationIntent
what's the prononciation of subside?,pronunciationIntent
what's the prononciation of adverse?,pronunciationIntent
what's the prononciation of caprice?,pronunciationIntent
what's the prononciation of muster?,pronunciationIntent
i think we should watch a documentary today.,videoRecs
please suggest me a youtube video to watch,videoRecs
play a video clip,videoRecs
let's watch a documentary,videoRecs
let's watch a video,videoRecs
i think we should watch a youtube video today.,videoRecs
ma'am please provide a movie link!,videoRecs
let's watch a film,videoRecs
please suggest me an english video to watch,videoRecs
i think we should watch an educational video today.,videoRecs
please suggest me a serial to watch,videoRecs
recommend an online video to me.,videoRecs
i want to watch a tedx,videoRecs
can we play a movie,videoRecs
could you give me an online video to watch?,videoRecs
ma'am please send an english video,videoRecs
please give me a tedx to watch.,videoRecs
give me a good tedx to watcg,videoRecs
could you give me a video clip to watch?,videoRecs
please give me a film to watch.,videoRecs
suggest a movie that i can watch.,videoRecs
ma'am please send a film,videoRecs
please share some movie recommendations,videoRecs
please share some documentary recommendations,videoRecs
please suggest me a video clip to watch,videoRecs
please suggest me a video to watch,videoRecs
ma'am please provide a tedtalk link!,videoRecs
i think we should watch a tedx today.,videoRecs
recommend a movie to me.,videoRecs
let's watch an english video,videoRecs
suggest an english video that i can watch.,videoRecs
"ma'am, could you play a film",videoRecs
ma'am please provide a youtube video link!,videoRecs
recommend an english video to me.,videoRecs
ma'am please provide a tedx link!,videoRecs
give me a good tedtalk to watcg,videoRecs
can we play an educational video,videoRecs
give me a good serial to watcg,videoRecs
ma'am please send a tedtalk,videoRecs
give me a good youtube video to watcg,videoRecs
please suggest me a tedtalk to watch,videoRecs
please give me a tedtalk to watch.,videoRecs
recommend a tedx to me.,videoRecs
suggest an online video that i can watch.,videoRecs
let's watch a serial,videoRecs
ma'am please send a tedx,videoRecs
give me a good documentary to watcg,videoRecs
please share some educational video recommendations,videoRecs
recommend a tedtalk to me.,videoRecs
can we watch a movie right now,videoRecs
please suggest me a movie to watch,videoRecs
can we play a youtube video,videoRecs
play a video,videoRecs
can we play a tedtalk,videoRecs
please give me a video clip to watch.,videoRecs
i want to watch a video clip,videoRecs
ma'am please send a movie,videoRecs
suggest an educational video that i can watch.,videoRecs
can we watch a film right now,videoRecs
ma'am please send a serial,videoRecs
"ma'am, could you play a tedtalk",videoRecs
could you give me a documentary to watch?,videoRecs
let's watch a video clip,videoRecs
ma'am please send a youtube video,videoRecs
ma'am please provide a video link!,videoRecs
play a youtube video,videoRecs
play a film,videoRecs
"ma'am, could you play a tedx",videoRecs
i want to watch a tedtalk,videoRecs
recommend a video clip to me.,videoRecs
recommend a documentary to me.,videoRecs
give me a good educational video to watcg,videoRecs
please give me an english video to watch.,videoRecs
ma'am please provide an educational video link!,videoRecs
i want to watch a video,videoRecs
please suggest me a film to watch,videoRecs
i want to watch an english video,videoRecs
play an english video,videoRecs
ma'am please send an online video,videoRecs
please share some serial recommendations,videoRecs
can we watch a tedx right now,videoRecs
ma'am please provide a serial link!,videoRecs
can we watch a video clip right now,videoRecs
suggest a youtube video that i can watch.,videoRecs
please give me a video to watch.,videoRecs
could you give me a film to watch?,videoRecs
can we play an online video,videoRecs
could you give me an english video to watch?,videoRecs
please share some english video recommendations,videoRecs
please share some film recommendations,videoRecs
recommend a youtube video to me.,videoRecs
i want to watch a serial,videoRecs
could you give me a serial to watch?,videoRecs
please share some video clip recommendations,videoRecs
i think we should watch a video today.,videoRecs
give me a good english video to watcg,videoRecs
i think we should watch a serial today.,videoRecs
give me a good film to watcg,videoRecs
ma'am please send a video clip,videoRecs
ma'am please provide an online video link!,videoRecs
"ma'am, could you play a documentary",videoRecs
ma'am please send a video,videoRecs
play a tedx,videoRecs
"ma'am, could you play a movie",videoRecs
play a serial,videoRecs
suggest a video that i can watch.,videoRecs
give me a good movie to watcg,videoRecs
give me a good video to watcg,videoRecs
play a tedtalk,videoRecs
please share some tedtalk recommendations,videoRecs
please share some tedx recommendations,videoRecs
can we play a tedx,videoRecs
"ma'am, could you play a video",videoRecs
can we watch a video right now,videoRecs
i think we should watch an online video today.,videoRecs
can we watch a youtube video right now,videoRecs
recommend a serial to me.,videoRecs
can we watch a serial right now,videoRecs
recommend a video to me.,videoRecs
ma'am please send a documentary,videoRecs
let's watch a tedtalk,videoRecs
can we watch a tedtalk right now,videoRecs
i think we should watch a tedtalk today.,videoRecs
can we play a video,videoRecs
"ma'am, could you play a serial",videoRecs
i think we should watch a video clip today.,videoRecs
let's watch an online video,videoRecs
ma'am please provide an english video link!,videoRecs
could you give me a youtube video to watch?,videoRecs
play a movie,videoRecs
play an online video,videoRecs
"ma'am, could you play a video clip",videoRecs
please give me a movie to watch.,videoRecs
suggest a serial that i can watch.,videoRecs
i want to watch a movie,videoRecs
please give me a serial to watch.,videoRecs
ma'am please provide a documentary link!,videoRecs
please give me an educational video to watch.,videoRecs
can we play an english video,videoRecs
let's watch a youtube video,videoRecs
ma'am please provide a video clip link!,videoRecs
recommend an educational video to me.,videoRecs
"ma'am, could you play an online video",videoRecs
let's watch a movie,videoRecs
i want to watch an educational video,videoRecs
can we play a serial,videoRecs
can we watch an online video right now,videoRecs
i want to watch an online video,videoRecs
i want to watch a documentary,videoRecs
play an educational video,videoRecs
can we play a documentary,videoRecs
i want to watch a youtube video,videoRecs
i think we should watch a film today.,videoRecs
please share some online video recommendations,videoRecs
let's watch an educational video,videoRecs
please share some youtube video recommendations,videoRecs
suggest a tedx that i can watch.,videoRecs
could you give me an educational video to watch?,videoRecs
i think we should watch a movie today.,videoRecs
suggest a documentary that i can watch.,videoRecs
please suggest me a tedx to watch,videoRecs
suggest a video clip that i can watch.,videoRecs
please suggest me a documentary to watch,videoRecs
please give me a youtube video to watch.,videoRecs
can we watch an educational video right now,videoRecs
"ma'am, could you play an english video",videoRecs
can we play a film,videoRecs
suggest a film that i can watch.,videoRecs
"ma'am, could you play an educational video",videoRecs
please share some video recommendations,videoRecs
please suggest me an online video to watch,videoRecs
could you give me a tedx to watch?,videoRecs
can we watch a documentary right now,videoRecs
please give me an online video to watch.,videoRecs
give me a good video clip to watcg,videoRecs
i want to watch a film,videoRecs
"ma'am, could you play a youtube video",videoRecs
can we play a video clip,videoRecs
could you give me a movie to watch?,videoRecs
please suggest me an educational video to watch,videoRecs
can we watch an english video right now,videoRecs
i think we should watch an english video today.,videoRecs
recommend a film to me.,videoRecs
suggest a tedtalk that i can watch.,videoRecs
let's watch a tedx,videoRecs
could you give me a video to watch?,videoRecs
could you give me a tedtalk to watch?,videoRecs
give me a good online video to watcg,videoRecs
ma'am please send an educational video,videoRecs
play a documentary,videoRecs
can you provide me word of day ?,wordOfTheDayIntent
can you tell me WOTD ?,wordOfTheDayIntent
send me new word for today,wordOfTheDayIntent
can you share WOTD ?,wordOfTheDayIntent
can you send me word of day ?,wordOfTheDayIntent
tell me word of the day,wordOfTheDayIntent
provide today's word,wordOfTheDayIntent
what's WOTD ?,wordOfTheDayIntent
provide me today's new word,wordOfTheDayIntent
send me a difficult word,wordOfTheDayIntent
can you share today's new word ?,wordOfTheDayIntent
please tell me today's word,wordOfTheDayIntent
can you send a new word ?,wordOfTheDayIntent
can you provide me WOTD ?,wordOfTheDayIntent
can you provide word of the day ?,wordOfTheDayIntent
can you share word of day ?,wordOfTheDayIntent
what's word of day ?,wordOfTheDayIntent
share WOTD,wordOfTheDayIntent
please share today's new word,wordOfTheDayIntent
please provide me word for today,wordOfTheDayIntent
can you send today's word ?,wordOfTheDayIntent
please provide me a difficult word,wordOfTheDayIntent
provide me WOTD,wordOfTheDayIntent
please send me word of day,wordOfTheDayIntent
can you provide today's word ?,wordOfTheDayIntent
what is new word for today ?,wordOfTheDayIntent
provide WOTD,wordOfTheDayIntent
please tell a new word,wordOfTheDayIntent
please share word for today,wordOfTheDayIntent
tell me today's word,wordOfTheDayIntent
tell me WOTD,wordOfTheDayIntent
what's word for today ?,wordOfTheDayIntent
provide new word for today,wordOfTheDayIntent
can you send me a difficult word ?,wordOfTheDayIntent
please send today's word,wordOfTheDayIntent
can you send word of the day ?,wordOfTheDayIntent
can you provide me word for today ?,wordOfTheDayIntent
can you send me new word for today ?,wordOfTheDayIntent
please share WOTD,wordOfTheDayIntent
can you provide me new word for today ?,wordOfTheDayIntent
tell today's new word,wordOfTheDayIntent
tell a difficult word,wordOfTheDayIntent
please provide me today's new word,wordOfTheDayIntent
please send word for today,wordOfTheDayIntent
share a difficult word,wordOfTheDayIntent
tell WOTD,wordOfTheDayIntent
provide a new word,wordOfTheDayIntent
can you provide me today's word ?,wordOfTheDayIntent
please provide a difficult word,wordOfTheDayIntent
what is today's word ?,wordOfTheDayIntent
please send me today's word,wordOfTheDayIntent
can you provide a new word ?,wordOfTheDayIntent
can you tell new word for today ?,wordOfTheDayIntent
what's a difficult word ?,wordOfTheDayIntent
please send WOTD,wordOfTheDayIntent
tell me new word for today,wordOfTheDayIntent
what's today's word ?,wordOfTheDayIntent
send word for today,wordOfTheDayIntent
can you provide me a new word ?,wordOfTheDayIntent
provide me word for today,wordOfTheDayIntent
share today's new word,wordOfTheDayIntent
please tell me new word for today,wordOfTheDayIntent
please tell me word for today,wordOfTheDayIntent
please send me a difficult word,wordOfTheDayIntent
tell word of the day,wordOfTheDayIntent
send WOTD,wordOfTheDayIntent
send me word for today,wordOfTheDayIntent
can you provide word for today ?,wordOfTheDayIntent
please tell a difficult word,wordOfTheDayIntent
can you tell me new word for today ?,wordOfTheDayIntent
can you tell a new word ?,wordOfTheDayIntent
share word of day,wordOfTheDayIntent
please tell me a difficult word,wordOfTheDayIntent
what's word of the day ?,wordOfTheDayIntent
what is a difficult word ?,wordOfTheDayIntent
can you send new word for today ?,wordOfTheDayIntent
please tell me word of the day,wordOfTheDayIntent
tell today's word,wordOfTheDayIntent
please tell me a new word,wordOfTheDayIntent
please tell word for today,wordOfTheDayIntent
please provide WOTD,wordOfTheDayIntent
send me word of day,wordOfTheDayIntent
can you share today's word ?,wordOfTheDayIntent
provide me word of the day,wordOfTheDayIntent
can you provide a difficult word ?,wordOfTheDayIntent
can you share new word for today ?,wordOfTheDayIntent
please provide me today's word,wordOfTheDayIntent
please tell me today's new word,wordOfTheDayIntent
tell me word for today,wordOfTheDayIntent
tell word of day,wordOfTheDayIntent
can you share a new word ?,wordOfTheDayIntent
please send me WOTD,wordOfTheDayIntent
please provide me word of the day,wordOfTheDayIntent
please provide word of day,wordOfTheDayIntent
provide word of day,wordOfTheDayIntent
can you tell me today's new word ?,wordOfTheDayIntent
can you send today's new word ?,wordOfTheDayIntent
can you share word of the day ?,wordOfTheDayIntent
can you tell me a difficult word ?,wordOfTheDayIntent
please provide a new word,wordOfTheDayIntent
tell me today's new word,wordOfTheDayIntent
what is word of the day ?,wordOfTheDayIntent
can you send WOTD ?,wordOfTheDayIntent
please send word of the day,wordOfTheDayIntent
send a new word,wordOfTheDayIntent
can you provide word of day ?,wordOfTheDayIntent
send today's word,wordOfTheDayIntent
can you tell word for today ?,wordOfTheDayIntent
send word of the day,wordOfTheDayIntent
what is word for today ?,wordOfTheDayIntent
what's a new word ?,wordOfTheDayIntent
send new word for today,wordOfTheDayIntent
please provide me WOTD,wordOfTheDayIntent
please tell me word of day,wordOfTheDayIntent
provide word of the day,wordOfTheDayIntent
send word of day,wordOfTheDayIntent
send me a new word,wordOfTheDayIntent
please share a difficult word,wordOfTheDayIntent
what is a new word ?,wordOfTheDayIntent
please provide today's word,wordOfTheDayIntent
provide me today's word,wordOfTheDayIntent
please provide today's new word,wordOfTheDayIntent
can you tell a difficult word ?,wordOfTheDayIntent
what is WOTD ?,wordOfTheDayIntent
share word of the day,wordOfTheDayIntent
please send me word for today,wordOfTheDayIntent
can you tell me today's word ?,wordOfTheDayIntent
can you send me word for today ?,wordOfTheDayIntent
send me WOTD,wordOfTheDayIntent
can you tell WOTD ?,wordOfTheDayIntent
please send a new word,wordOfTheDayIntent
send a difficult word,wordOfTheDayIntent
please provide word for today,wordOfTheDayIntent
please provide me new word for today,wordOfTheDayIntent
can you tell today's new word ?,wordOfTheDayIntent
can you provide today's new word ?,wordOfTheDayIntent
please send word of day,wordOfTheDayIntent
provide me a new word,wordOfTheDayIntent
please tell word of day,wordOfTheDayIntent
can you tell me word of day ?,wordOfTheDayIntent
send me today's new word,wordOfTheDayIntent
please send me new word for today,wordOfTheDayIntent
tell new word for today,wordOfTheDayIntent
tell me a difficult word,wordOfTheDayIntent
can you provide WOTD ?,wordOfTheDayIntent
can you send me WOTD ?,wordOfTheDayIntent
can you tell today's word ?,wordOfTheDayIntent
provide today's new word,wordOfTheDayIntent
please provide me word of day,wordOfTheDayIntent
can you send word for today ?,wordOfTheDayIntent
please provide word of the day,wordOfTheDayIntent
can you send me a new word ?,wordOfTheDayIntent
please send me a new word,wordOfTheDayIntent
provide me new word for today,wordOfTheDayIntent
tell a new word,wordOfTheDayIntent
please share today's word,wordOfTheDayIntent
can you send me word of the day ?,wordOfTheDayIntent
please provide new word for today,wordOfTheDayIntent
can you provide new word for today ?,wordOfTheDayIntent
please share word of the day,wordOfTheDayIntent
please share word of day,wordOfTheDayIntent
provide word for today,wordOfTheDayIntent
can you provide me a difficult word ?,wordOfTheDayIntent
can you provide me today's new word ?,wordOfTheDayIntent
please share a new word,wordOfTheDayIntent
can you tell me a new word ?,wordOfTheDayIntent
please tell today's word,wordOfTheDayIntent
please tell me WOTD,wordOfTheDayIntent
please send new word for today,wordOfTheDayIntent
can you tell me word for today ?,wordOfTheDayIntent
please share new word for today,wordOfTheDayIntent
share a new word,wordOfTheDayIntent
please tell WOTD,wordOfTheDayIntent
share word for today,wordOfTheDayIntent
what's today's new word ?,wordOfTheDayIntent
can you tell me word of the day ?,wordOfTheDayIntent
what's new word for today ?,wordOfTheDayIntent
can you tell word of the day ?,wordOfTheDayIntent
please send a difficult word,wordOfTheDayIntent
provide me a difficult word,wordOfTheDayIntent
share new word for today,wordOfTheDayIntent
send me today's word,wordOfTheDayIntent
tell me a new word,wordOfTheDayIntent
please tell word of the day,wordOfTheDayIntent
can you send me today's new word ?,wordOfTheDayIntent
can you provide me word of the day ?,wordOfTheDayIntent
please tell new word for today,wordOfTheDayIntent
can you share word for today ?,wordOfTheDayIntent
please tell today's new word,wordOfTheDayIntent
can you send word of day ?,wordOfTheDayIntent
will you see if I've spelled undertaking fine?,correctionIntent
is my grammar correct here: her performanc is satisfactory?,correctionIntent
verify my spelling of brazen,correctionIntent
what are the mistakes in she is a pious old woman?,correctionIntent
please check the spelling of inhibit,correctionIntent
can you check my sentence: their actions are performative?,correctionIntent
please check the spelling of derid,correctionIntent
please proofread the sentence: i am not in the mood,correctionIntent
am i correct to write she is a pious old woman,correctionIntent
please proofread the sentence: his company is scaling new heights,correctionIntent
how to spell gale?,correctionIntent
is my grammar correct here: she is a pious old woman?,correctionIntent
can you check my sentence: my aunt is a public prosecutor?,correctionIntent
verify my spelling of insatiable,correctionIntent
how to spell extravagant?,correctionIntent
is my grammar correct here: my aunt is a public prosecutor?,correctionIntent
please proofread the sentence: their actions are performative,correctionIntent
what are the mistakes in his company is scaling new heights?,correctionIntent
is the sentence correct: she is vigilant outdoors?,correctionIntent
verify my spelling of demure,correctionIntent
am i correct to write excruciating pain,correctionIntent
am i correct to write the news follows partisanship,correctionIntent
are there in any errors in the text excruciating pain?,correctionIntent
verify my spelling of arcane,correctionIntent
is my spelling of fabricate correct?,correctionIntent
verify the text my aunt is a public prosecutor,correctionIntent
what are the mistakes in i am not in the mood?,correctionIntent
can you check my sentence: he was persecuted for his actions?,correctionIntent
will you see if I've spelled beseech fine?,correctionIntent
is my spelling of embezzle correct?,correctionIntent
verify the text i am not in the mood,correctionIntent
verify the text the news follows partisanship,correctionIntent
"he was persecuted for his actions' ,is this correct??",correctionIntent
verify my spelling of diligent,correctionIntent
is the sentence correct: i am not in the mood?,correctionIntent
are there in any errors in the text my aunt is a public prosecutor?,correctionIntent
is the sentence correct: my aunt is a public prosecutor?,correctionIntent
how to spell endow?,correctionIntent
is my grammar correct here: he was guilty of his crime?,correctionIntent
verify the text she is vigilant outdoors,correctionIntent
can you check my sentence: his company is scaling new heights?,correctionIntent
verify my spelling of infamy,correctionIntent
please proofread the sentence: her performanc is satisfactory,correctionIntent
is my spelling of impertinent correct?,correctionIntent
what are the mistakes in excruciating pain?,correctionIntent
what are the mistakes in she is vigilant outdoors?,correctionIntent
verify my spelling of plus,correctionIntent
are there in any errors in the text he was persecuted for his actions?,correctionIntent
verify the text their actions are performative,correctionIntent
please check the spelling of coherent,correctionIntent
are there in any errors in the text her performanc is satisfactory?,correctionIntent
is my grammar correct here: his company is scaling new heights?,correctionIntent
can you check my sentence: she is vigilant outdoors?,correctionIntent
are there in any errors in the text their actions are performative?,correctionIntent
how to spell malice?,correctionIntent
please check the spelling of insular,correctionIntent
how to spell satir?,correctionIntent
how to spell throng?,correctionIntent
will you see if I've written 'he was guilty of his crime' correctly?,correctionIntent
will you see if I've spelled canon correctly ?,correctionIntent
is the sentence correct: he was persecuted for his actions?,correctionIntent
verify my spelling of deferential,correctionIntent
can you check my sentence: he was guilty of his crime?,correctionIntent
am i correct to write he was guilty of his crime,correctionIntent
please check the spelling of empathi,correctionIntent
please check the spelling of gratuitous,correctionIntent
will you see if I've spelled grove fine?,correctionIntent
please check the spelling of gluttony,correctionIntent
am i correct to write i am not in the mood,correctionIntent
are there in any errors in the text she is vigilant outdoors?,correctionIntent
are there in any errors in the text the news follows partisanship?,correctionIntent
verify my spelling of hypocrisy,correctionIntent
please check the spelling of innate,correctionIntent
verify my spelling of assent,correctionIntent
is my grammar correct here: their actions are performative?,correctionIntent
verify the text she is a pious old woman,correctionIntent
how to spell venerate?,correctionIntent
please check the spelling of furtive,correctionIntent
can you check my sentence: she is a pious old woman?,correctionIntent
how to spell humileate?,correctionIntent
is the sentence correct: their actions are performative?,correctionIntent
is my spelling of decry correct?,correctionIntent
will you see if I've spelled forsake fine?,correctionIntent
how to spell imposed?,correctionIntent
is my spelling of elated correct?,correctionIntent
verify the text he was guilty of his crime,correctionIntent
how to spell brook?,correctionIntent
"my aunt is a public prosecutor' ,is this correct??",correctionIntent
is my spelling of aberration correct?,correctionIntent
is my spelling of coerce correct?,correctionIntent
is my grammar correct here: excruciating pain?,correctionIntent
how to spell assail?,correctionIntent
